Airport Name,Flight Date,Origin State,year
PHILADELPHIA INTERNATIONAL,1997-10-25,Pennsylvania,1997
SEATTLE-TACOMA INTERNATIONAL,1997-10-25,Washington,1997
SEATTLE-TACOMA INTERNATIONAL,1997-10-25,Washington,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-25,Texas,1997
LOS ANGELES INTERNATIONAL,1997-10-26,California,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-10-26,Michigan,1997
HOUSTON-HOBBY,1997-10-26,Texas,1997
RONALD REAGAN WASHINGTON NATL,1997-10-27,DC,1997
HONOLULU INTERNATIONAL AIRPORT,1997-10-27,Hawaii,1997
DENVER INTERNATIONAL AIRPORT,1997-10-27,Colorado,1997
DENVER INTERNATIONAL AIRPORT,1997-10-27,Colorado,1997
DENVER INTERNATIONAL AIRPORT,1997-10-27,Colorado,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-10-27,Illinois,1997
NEW ORLEANS INTERNATIONAL,1997-10-27,Louisiana,1997
TETERBORO AIRPORT,1997-10-28,New Jersey,1997
LOGAN INTERNATIONAL,1997-10-28,Massachusetts,1997
GREATER PITTSBURGH,1997-10-28,Pennsylvania,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-28,Texas,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-10-28,Missouri,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-28,Texas,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-10-29,Illinois,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-10-29,Louisiana,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-30,Texas,1997
HOUSTON-HOBBY,1997-10-30,Texas,1997
INDIANAPOLIS INTERNATIONAL,1997-10-31,Indiana,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-10-31,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-01,Texas,1997
SALT LAKE CITY INTERNATIONAL,1997-11-01,Utah,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-11-01,California,1997
LIHUE AIRPORT,1997-11-01,Hawaii,1997
ATLANTIC CITY INTERNATIONAL,1997-11-02,New Jersey,1997
ATLANTA INTERNATIONAL,1997-11-02,Georgia,1997
DETROIT METRO WAYNE COUNTY AIRPORT,1997-11-02,Michigan,1997
ORLANDO INTERNATIONAL,1997-11-02,Florida,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-11-03,Illinois,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-11-03,Minnesota,1997
ORLANDO INTERNATIONAL,1997-11-03,Florida,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-11-05,Kentucky,1997
RONALD REAGAN WASHINGTON NATL,1997-11-05,DC,1997
GREATER PITTSBURGH,1997-11-05,Pennsylvania,1997
SEATTLE-TACOMA INTERNATIONAL,1997-11-06,Washington,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-11-06,Illinois,1997
LAGUARDIA NY,1997-11-06,New York,1997
ATLANTIC CITY INTERNATIONAL,1997-11-07,New Jersey,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-07,Texas,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-11-07,Louisiana,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-11-07,Ohio,1997
GREATER PITTSBURGH,1997-11-07,Pennsylvania,1997
INDIANAPOLIS INTERNATIONAL,1997-11-07,Indiana,1997
HOUSTON-HOBBY,1997-11-07,Texas,1997
MINNEAPOLIS-ST PAUL INTERNATIONAL,1997-11-08,Minnesota,1997
JOHN F KENNEDY INTERNATIONAL,1997-11-09,New York,1997
PHILADELPHIA INTERNATIONAL,1997-11-09,Pennsylvania,1997
RONALD REAGAN WASHINGTON NATL,1997-11-09,DC,1997
PORT COLUMBUS INTERNATIONAL,1997-11-09,Ohio,1997
GREATER PITTSBURGH,1997-11-09,Pennsylvania,1997
RONALD REAGAN WASHINGTON NATL,1997-11-10,DC,1997
MINETA SAN JOSE INTERNATIONAL,1997-11-10,California,1997
PHILADELPHIA INTERNATIONAL,1997-11-10,Pennsylvania,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-10,Texas,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-11-10,Illinois,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-10,Texas,1997
ATLANTA INTERNATIONAL,1997-11-10,Georgia,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-11-10,California,1997
SAN ANTONIO INTERNATIONAL,1997-11-11,Texas,1997
GREATER PITTSBURGH,1997-11-12,Pennsylvania,1997
NASHVILLE INTERNATIONAL,1997-11-12,Tennessee,1997
LAGUARDIA NY,1997-11-12,New York,1997
LOS ANGELES INTERNATIONAL,1997-11-13,California,1997
LOS ANGELES INTERNATIONAL,1997-11-13,California,1997
SAN ANTONIO INTERNATIONAL,1997-11-13,Texas,1997
GEORGE BUSH INTERCONTINENTAL,1997-11-14,Texas,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-11-14,Missouri,1997
DENVER INTERNATIONAL AIRPORT,1997-11-15,Colorado,1997
PHILADELPHIA INTERNATIONAL,1997-11-16,Pennsylvania,1997
MINETA SAN JOSE INTERNATIONAL,1997-11-16,California,1997
SEATTLE-TACOMA INTERNATIONAL,1997-11-17,Washington,1997
SACRAMENTO INTERNATIONAL,1997-11-17,California,1997
ATLANTA INTERNATIONAL,1997-11-17,Georgia,1997
LAMBERT-ST LOUIS INTERNATIONAL,1997-11-18,Missouri,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-11-18,North Carolina,1997
WASHINGTON DULLES INTERNATIONAL AIRPORT,1997-11-18,DC,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-19,Texas,1997
PHILADELPHIA INTERNATIONAL,1997-11-20,Pennsylvania,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-11-21,Ohio,1997
HOUSTON-HOBBY,1997-11-21,Texas,1997
RONALD REAGAN WASHINGTON NATL,1997-11-22,DC,1997
RONALD REAGAN WASHINGTON NATL,1997-11-22,DC,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-11-22,Texas,1997
HONOLULU INTERNATIONAL AIRPORT,1997-11-23,Hawaii,1997
LOS ANGELES INTERNATIONAL,1997-11-24,California,1997
LOUISVILLE INTERNATIONAL AIRPORT,1997-11-25,Kentucky,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-11-25,North Carolina,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-11-26,North Carolina,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-11-26,North Carolina,1997
SACRAMENTO INTERNATIONAL,1997-11-28,California,1997
NASHVILLE INTERNATIONAL,1997-12-01,Tennessee,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-12-01,North Carolina,1997
GEORGE BUSH INTERCONTINENTAL,1997-12-02,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-12-03,Texas,1997
MINETA SAN JOSE INTERNATIONAL,1997-12-04,California,1997
NASHVILLE INTERNATIONAL,1997-12-04,Tennessee,1997
PHOENIX SKY HARBOR,1997-12-04,Arizona,1997
MINETA SAN JOSE INTERNATIONAL,1997-12-05,California,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-12-08,California,1997
SACRAMENTO INTERNATIONAL,1997-12-10,California,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-12-10,Ohio,1997
LOS ANGELES INTERNATIONAL,1997-12-10,California,1997
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1997-12-10,North Carolina,1997
MEMPHIS INTERNATIONAL,1997-12-10,Tennessee,1997
PORTLAND INTERNATIONAL (OR),1997-12-10,Oregon,1997
LIHUE AIRPORT,1997-12-12,Hawaii,1997
TETERBORO AIRPORT,1997-12-14,New Jersey,1997
DENVER INTERNATIONAL AIRPORT,1997-12-14,Colorado,1997
MINETA SAN JOSE INTERNATIONAL,1997-12-14,California,1997
PORTLAND INTERNATIONAL (OR),1997-12-14,Oregon,1997
CHICAGO O'HARE INTERNATIONAL AIRPORT,1997-12-15,Illinois,1997
JOHN F KENNEDY INTERNATIONAL,1997-12-15,New York,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-12-16,Texas,1997
SAN FRANCISCO INTERNATIONAL AIRPORT,1997-12-16,California,1997
PORTLAND INTERNATIONAL (OR),1997-12-17,Oregon,1997
PORT COLUMBUS INTERNATIONAL,1997-12-19,Ohio,1997
BARKSDALE AIR FORCE BASE AIRPORT,1997-12-19,Louisiana,1997
ATLANTA INTERNATIONAL,1997-12-19,Georgia,1997
HONOLULU INTERNATIONAL AIRPORT,1997-12-19,Hawaii,1997
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1997-12-21,Florida,1997
NASHVILLE INTERNATIONAL,1997-12-21,Tennessee,1997
MINETA SAN JOSE INTERNATIONAL,1997-12-22,California,1997
NASHVILLE INTERNATIONAL,1997-12-22,Tennessee,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-12-22,Texas,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-12-22,Texas,1997
RONALD REAGAN WASHINGTON NATL,1997-12-23,DC,1997
GEORGE BUSH INTERCONTINENTAL,1997-12-23,Texas,1997
DENVER INTERNATIONAL AIRPORT,1997-12-24,Colorado,1997
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1997-12-28,Texas,1997
PORT COLUMBUS INTERNATIONAL,1997-12-29,Ohio,1997
ORLANDO INTERNATIONAL,1997-12-29,Florida,1997
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1997-12-30,Ohio,1997
SACRAMENTO INTERNATIONAL,1997-12-30,California,1997
DENVER INTERNATIONAL AIRPORT,1997-12-30,Colorado,1997
NEW ORLEANS INTERNATIONAL,1998-01-02,Louisiana,1998
LIHUE AIRPORT,1998-01-03,Hawaii,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-01-03,Texas,1998
SACRAMENTO INTERNATIONAL,1998-01-04,California,1998
SALT LAKE CITY INTERNATIONAL,1998-01-04,Utah,1998
GREATER PITTSBURGH,1998-01-04,Pennsylvania,1998
HONOLULU INTERNATIONAL AIRPORT,1998-01-04,Hawaii,1998
SACRAMENTO INTERNATIONAL,1998-01-05,California,1998
SACRAMENTO INTERNATIONAL,1998-01-06,California,1998
ATLANTA INTERNATIONAL,1998-01-07,Georgia,1998
LIHUE AIRPORT,1998-01-08,Hawaii,1998
SALT LAKE CITY INTERNATIONAL,1998-01-09,Utah,1998
SALT LAKE CITY INTERNATIONAL,1998-01-09,Utah,1998
DENVER INTERNATIONAL AIRPORT,1998-01-10,Colorado,1998
MEMPHIS INTERNATIONAL,1998-01-11,Tennessee,1998
LIHUE AIRPORT,1998-01-12,Hawaii,1998
JOHN F KENNEDY INTERNATIONAL,1998-01-12,New York,1998
SACRAMENTO INTERNATIONAL,1998-01-13,California,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-01-13,DC,1998
LIHUE AIRPORT,1998-01-14,Hawaii,1998
LIHUE AIRPORT,1998-01-18,Hawaii,1998
PORTLAND INTERNATIONAL (OR),1998-01-18,Oregon,1998
CHARLESTON AFB/INTL AIRPORT,1998-01-18,South Carolina,1998
ORLANDO INTERNATIONAL,1998-01-19,Florida,1998
JOHN F KENNEDY INTERNATIONAL,1998-01-19,New York,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-01-21,Texas,1998
PHILADELPHIA INTERNATIONAL,1998-01-22,Pennsylvania,1998
LIHUE AIRPORT,1998-01-22,Hawaii,1998
METRO OAKLAND INTERNATIONAL,1998-01-23,California,1998
DENVER INTERNATIONAL AIRPORT,1998-01-23,Colorado,1998
SACRAMENTO INTERNATIONAL,1998-01-25,California,1998
LIHUE AIRPORT,1998-01-26,Hawaii,1998
MINETA SAN JOSE INTERNATIONAL,1998-01-26,California,1998
LIHUE AIRPORT,1998-01-26,Hawaii,1998
CHARLESTON AFB/INTL AIRPORT,1998-01-27,South Carolina,1998
LAGUARDIA NY,1998-01-27,New York,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-01-27,Texas,1998
MINETA SAN JOSE INTERNATIONAL,1998-01-27,California,1998
ORLANDO INTERNATIONAL,1998-01-30,Florida,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-02-01,Texas,1998
PORTLAND INTERNATIONAL (OR),1998-02-06,Oregon,1998
PORTLAND INTERNATIONAL (OR),1998-02-06,Oregon,1998
HONOLULU INTERNATIONAL AIRPORT,1998-02-07,Hawaii,1998
PHILADELPHIA INTERNATIONAL,1998-02-07,Pennsylvania,1998
FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL,1998-02-08,Florida,1998
SACRAMENTO INTERNATIONAL,1998-02-09,California,1998
SACRAMENTO INTERNATIONAL,1998-02-09,California,1998
HONOLULU INTERNATIONAL AIRPORT,1998-02-10,Hawaii,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-02-10,DC,1998
JOHN F KENNEDY INTERNATIONAL,1998-02-10,New York,1998
ORLANDO INTERNATIONAL,1998-02-11,Florida,1998
HONOLULU INTERNATIONAL AIRPORT,1998-02-11,Hawaii,1998
PORTLAND INTERNATIONAL (OR),1998-02-12,Oregon,1998
SACRAMENTO INTERNATIONAL,1998-02-15,California,1998
PORTLAND INTERNATIONAL (OR),1998-02-16,Oregon,1998
LIHUE AIRPORT,1998-02-16,Hawaii,1998
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1998-02-19,Ohio,1998
RONALD REAGAN WASHINGTON NATL,1998-02-21,DC,1998
KANSAS CITY INTERNATIONAL,1998-02-23,Missouri,1998
AUSTIN-BERGSTROM INTERNATIONAL,1998-02-24,Texas,1998
NASHVILLE INTERNATIONAL,1998-02-25,Tennessee,1998
HOUSTON-HOBBY,1998-02-27,Texas,1998
LOUISVILLE INTERNATIONAL AIRPORT,1998-02-27,Kentucky,1998
SACRAMENTO INTERNATIONAL,1998-03-01,California,1998
CHICAGO O'HARE INTERNATIONAL AIRPORT,1998-03-01,Illinois,1998
HONOLULU INTERNATIONAL AIRPORT,1998-03-02,Hawaii,1998
PHOENIX SKY HARBOR,1998-03-04,Arizona,1998
SACRAMENTO INTERNATIONAL,1998-03-04,California,1998
PHOENIX SKY HARBOR,1998-03-05,Arizona,1998
ORLANDO INTERNATIONAL,1998-03-06,Florida,1998
TETERBORO AIRPORT,1998-03-06,New Jersey,1998
SALT LAKE CITY INTERNATIONAL,1998-03-08,Utah,1998
LIHUE AIRPORT,1998-03-08,Hawaii,1998
DENVER INTERNATIONAL AIRPORT,1998-03-09,Colorado,1998
SALT LAKE CITY INTERNATIONAL,1998-03-09,Utah,1998
SACRAMENTO INTERNATIONAL,1998-03-09,California,1998
LIHUE AIRPORT,1998-03-09,Hawaii,1998
GEORGE BUSH INTERCONTINENTAL,1998-03-10,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-03-10,Texas,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-03-11,DC,1998
SALT LAKE CITY INTERNATIONAL,1998-03-12,Utah,1998
INDIANAPOLIS INTERNATIONAL,1998-03-12,Indiana,1998
LOS ANGELES INTERNATIONAL,1998-03-12,California,1998
SALT LAKE CITY INTERNATIONAL,1998-03-12,Utah,1998
SACRAMENTO INTERNATIONAL,1998-03-13,California,1998
INDIANAPOLIS INTERNATIONAL,1998-03-13,Indiana,1998
SAN ANTONIO INTERNATIONAL,1998-03-13,Texas,1998
PORTLAND INTERNATIONAL (OR),1998-03-15,Oregon,1998
GEORGE BUSH INTERCONTINENTAL,1998-03-16,Texas,1998
AUSTIN-BERGSTROM INTERNATIONAL,1998-03-16,Texas,1998
INDIANAPOLIS INTERNATIONAL,1998-03-17,Indiana,1998
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1998-03-17,Kentucky,1998
HOUSTON-HOBBY,1998-03-18,Texas,1998
CHICAGO O'HARE INTERNATIONAL AIRPORT,1998-03-18,Illinois,1998
PORTLAND INTERNATIONAL (OR),1998-03-18,Oregon,1998
BARKSDALE AIR FORCE BASE AIRPORT,1998-03-18,Louisiana,1998
LOUISVILLE INTERNATIONAL AIRPORT,1998-03-18,Kentucky,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-03-18,Texas,1998
LOUISVILLE INTERNATIONAL AIRPORT,1998-03-19,Kentucky,1998
PORTLAND INTERNATIONAL (OR),1998-03-19,Oregon,1998
NEWARK LIBERTY INTERNATIONAL AIRPORT,1998-03-21,New Jersey,1998
RONALD REAGAN WASHINGTON NATL,1998-03-21,DC,1998
SALT LAKE CITY INTERNATIONAL,1998-03-21,Utah,1998
PHILADELPHIA INTERNATIONAL,1998-03-22,Pennsylvania,1998
EPPLEY AIRFIELD,1998-03-22,Nebraska,1998
SEATTLE-TACOMA INTERNATIONAL,1998-03-22,Washington,1998
BARKSDALE AIR FORCE BASE AIRPORT,1998-03-23,Louisiana,1998
PORTLAND INTERNATIONAL (OR),1998-03-23,Oregon,1998
JOHN F KENNEDY INTERNATIONAL,1998-03-23,New York,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-03-24,Minnesota,1998
BARKSDALE AIR FORCE BASE AIRPORT,1998-03-24,Louisiana,1998
LIHUE AIRPORT,1998-03-24,Hawaii,1998
PORTLAND INTERNATIONAL (OR),1998-03-24,Oregon,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-03-25,Minnesota,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-03-25,Texas,1998
LOUISVILLE INTERNATIONAL AIRPORT,1998-03-25,Kentucky,1998
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1998-03-25,North Carolina,1998
LOGAN INTERNATIONAL,1998-03-27,Massachusetts,1998
SACRAMENTO INTERNATIONAL,1998-03-27,California,1998
AUSTIN-BERGSTROM INTERNATIONAL,1998-03-28,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-03-28,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-03-29,Texas,1998
MEMPHIS INTERNATIONAL,1998-03-31,Tennessee,1998
RONALD REAGAN WASHINGTON NATL,1998-03-31,DC,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-04-01,DC,1998
TETERBORO AIRPORT,1998-04-02,New Jersey,1998
KANSAS CITY INTERNATIONAL,1998-04-02,Missouri,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-04-03,Minnesota,1998
LAGUARDIA NY,1998-04-04,New York,1998
JOHN F KENNEDY INTERNATIONAL,1998-04-04,New York,1998
GEORGE BUSH INTERCONTINENTAL,1998-04-04,Texas,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-04-04,DC,1998
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1998-04-05,Kentucky,1998
SALT LAKE CITY INTERNATIONAL,1998-04-06,Utah,1998
SAN FRANCISCO INTERNATIONAL AIRPORT,1998-04-06,California,1998
LIHUE AIRPORT,1998-04-07,Hawaii,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-04-09,Minnesota,1998
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1998-04-10,Illinois,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-04-11,Texas,1998
MINETA SAN JOSE INTERNATIONAL,1998-04-12,California,1998
LAGUARDIA NY,1998-04-12,New York,1998
LOGAN INTERNATIONAL,1998-04-13,Massachusetts,1998
TETERBORO AIRPORT,1998-04-15,New Jersey,1998
NEWARK LIBERTY INTERNATIONAL AIRPORT,1998-04-15,New Jersey,1998
METRO OAKLAND INTERNATIONAL,1998-04-16,California,1998
DETROIT METRO WAYNE COUNTY AIRPORT,1998-04-16,Michigan,1998
NEW ORLEANS INTERNATIONAL,1998-04-17,Louisiana,1998
NEW ORLEANS INTERNATIONAL,1998-04-18,Louisiana,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-04-20,DC,1998
SAN FRANCISCO INTERNATIONAL AIRPORT,1998-04-22,California,1998
SAN FRANCISCO INTERNATIONAL AIRPORT,1998-04-22,California,1998
SAN FRANCISCO INTERNATIONAL AIRPORT,1998-04-23,California,1998
CHICAGO O'HARE INTERNATIONAL AIRPORT,1998-04-24,Illinois,1998
HOUSTON-HOBBY,1998-04-24,Texas,1998
MEMPHIS INTERNATIONAL,1998-04-25,Tennessee,1998
LOUISVILLE INTERNATIONAL AIRPORT,1998-04-25,Kentucky,1998
PORTLAND INTERNATIONAL (OR),1998-04-25,Oregon,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-04-25,Texas,1998
GEORGE BUSH INTERCONTINENTAL,1998-04-26,Texas,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-04-26,Minnesota,1998
SEATTLE-TACOMA INTERNATIONAL,1998-04-26,Washington,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-04-27,Texas,1998
SACRAMENTO INTERNATIONAL,1998-04-27,California,1998
SEATTLE-TACOMA INTERNATIONAL,1998-04-28,Washington,1998
LAMBERT-ST LOUIS INTERNATIONAL,1998-04-28,Missouri,1998
SACRAMENTO INTERNATIONAL,1998-04-28,California,1998
MEMPHIS INTERNATIONAL,1998-04-29,Tennessee,1998
NEW ORLEANS INTERNATIONAL,1998-04-29,Louisiana,1998
SAN ANTONIO INTERNATIONAL,1998-04-29,Texas,1998
CHICAGO MIDWAY INTERNATIONAL AIRPORT,1998-04-29,Illinois,1998
BALTIMORE WASH INTERNATIONAL,1998-04-30,Maryland,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-04-30,Texas,1998
JOHN F KENNEDY INTERNATIONAL,1998-04-30,New York,1998
MINETA SAN JOSE INTERNATIONAL,1998-04-30,California,1998
LOGAN INTERNATIONAL,1998-04-30,Massachusetts,1998
MEMPHIS INTERNATIONAL,1998-04-30,Tennessee,1998
GEORGE BUSH INTERCONTINENTAL,1998-05-01,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-01,Texas,1998
PHOENIX SKY HARBOR,1998-05-02,Arizona,1998
BALTIMORE WASH INTERNATIONAL,1998-05-02,Maryland,1998
SAN ANTONIO INTERNATIONAL,1998-05-02,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-03,Texas,1998
KANSAS CITY INTERNATIONAL,1998-05-03,Missouri,1998
SAN ANTONIO INTERNATIONAL,1998-05-03,Texas,1998
PHOENIX SKY HARBOR,1998-05-03,Arizona,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-04,Texas,1998
KANSAS CITY INTERNATIONAL,1998-05-04,Missouri,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-04,Texas,1998
MEMPHIS INTERNATIONAL,1998-05-05,Tennessee,1998
HOUSTON-HOBBY,1998-05-05,Texas,1998
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1998-05-06,North Carolina,1998
BALTIMORE WASH INTERNATIONAL,1998-05-07,Maryland,1998
CHARLESTON AFB/INTL AIRPORT,1998-05-07,South Carolina,1998
ATLANTA INTERNATIONAL,1998-05-07,Georgia,1998
METRO OAKLAND INTERNATIONAL,1998-05-08,California,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-05-08,Minnesota,1998
TETERBORO AIRPORT,1998-05-08,New Jersey,1998
DENVER INTERNATIONAL AIRPORT,1998-05-08,Colorado,1998
LOS ANGELES INTERNATIONAL,1998-05-08,California,1998
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1998-05-09,North Carolina,1998
MEMPHIS INTERNATIONAL,1998-05-09,Tennessee,1998
METRO OAKLAND INTERNATIONAL,1998-05-09,California,1998
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1998-05-10,Ohio,1998
NASHVILLE INTERNATIONAL,1998-05-11,Tennessee,1998
MEMPHIS INTERNATIONAL,1998-05-11,Tennessee,1998
CHICAGO O'HARE INTERNATIONAL AIRPORT,1998-05-12,Illinois,1998
MEMPHIS INTERNATIONAL,1998-05-12,Tennessee,1998
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1998-05-12,North Carolina,1998
GREATER PITTSBURGH,1998-05-12,Pennsylvania,1998
LAMBERT-ST LOUIS INTERNATIONAL,1998-05-12,Missouri,1998
HOUSTON-HOBBY,1998-05-12,Texas,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-12,Texas,1998
ATLANTIC CITY INTERNATIONAL,1998-05-13,New Jersey,1998
ATLANTIC CITY INTERNATIONAL,1998-05-13,New Jersey,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-05-13,DC,1998
LAMBERT-ST LOUIS INTERNATIONAL,1998-05-13,Missouri,1998
NEWARK LIBERTY INTERNATIONAL AIRPORT,1998-05-14,New Jersey,1998
LAGUARDIA NY,1998-05-16,New York,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-05-16,Minnesota,1998
ATLANTIC CITY INTERNATIONAL,1998-05-16,New Jersey,1998
KANSAS CITY INTERNATIONAL,1998-05-17,Missouri,1998
HOUSTON-HOBBY,1998-05-17,Texas,1998
BALTIMORE WASH INTERNATIONAL,1998-05-18,Maryland,1998
AUSTIN-BERGSTROM INTERNATIONAL,1998-05-18,Texas,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-05-18,Minnesota,1998
SALT LAKE CITY INTERNATIONAL,1998-05-18,Utah,1998
DALLAS/FORT WORTH INTERNATIONAL AIRPORT,1998-05-18,Texas,1998
PHOENIX SKY HARBOR,1998-05-19,Arizona,1998
LOGAN INTERNATIONAL,1998-05-19,Massachusetts,1998
MEMPHIS INTERNATIONAL,1998-05-19,Tennessee,1998
JOHN F KENNEDY INTERNATIONAL,1998-05-20,New York,1998
ORLANDO INTERNATIONAL,1998-05-20,Florida,1998
HONOLULU INTERNATIONAL AIRPORT,1998-05-22,Hawaii,1998
LIHUE AIRPORT,1998-05-22,Hawaii,1998
NASHVILLE INTERNATIONAL,1998-05-22,Tennessee,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-05-23,DC,1998
JOHN F KENNEDY INTERNATIONAL,1998-05-24,New York,1998
BALTIMORE WASH INTERNATIONAL,1998-05-24,Maryland,1998
BALTIMORE WASH INTERNATIONAL,1998-05-24,Maryland,1998
LOGAN INTERNATIONAL,1998-05-25,Massachusetts,1998
PHOENIX SKY HARBOR,1998-05-26,Arizona,1998
CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,1998-05-26,North Carolina,1998
MEMPHIS INTERNATIONAL,1998-05-27,Tennessee,1998
MINNEAPOLIS-ST PAUL INTERNATIONAL,1998-05-27,Minnesota,1998
DENVER INTERNATIONAL AIRPORT,1998-05-27,Colorado,1998
JOHN F KENNEDY INTERNATIONAL,1998-05-28,New York,1998
CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,1998-05-28,Kentucky,1998
CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,1998-05-28,Ohio,1998
HONOLULU INTERNATIONAL AIRPORT,1998-05-28,Hawaii,1998
KANSAS CITY INTERNATIONAL,1998-05-28,Missouri,1998
WASHINGTON DULLES INTERNATIONAL AIRPORT,1998-05-29,DC,1998
