Airport Name,Flight Date,Origin State,Phase of flight,Time of day
BARKSDALE AIR FORCE BASE ARPT,31-10-90,Louisiana,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,31-10-90,Texas,Approach,Night
WASHINGTON DULLES INTL ARPT,01-11-90,DC,Approach,Night
PORTLAND INTL (OR),02-11-90,Oregon,Approach,Dusk
MINETA SAN JOSE INTL,02-11-90,California,Climb,Dawn
METRO OAKLAND INTL,02-11-90,California,Take-off run,Day
LOS ANGELES INTL,03-11-90,California,Climb,Day
DALLAS/FORT WORTH INTL ARPT,04-11-90,Texas,Approach,Night
ORLANDO INTL,04-11-90,Florida,Climb,Day
LOGAN INTL,04-11-90,Massachusetts,Landing Roll,Day
BALTIMORE WASH INTL,05-11-90,Maryland,Climb,Day
SAN ANTONIO INTL,05-11-90,Texas,Approach,Night
JOHN F KENNEDY INTL,06-11-90,New York,Take-off run,Day
BALTIMORE WASH INTL,06-11-90,Maryland,Approach,Night
NASHVILLE INTL,06-11-90,Tennessee,Approach,Night
RONALD REAGAN WASHINGTON NATL,06-11-90,DC,Climb,Night
KANSAS CITY INTL,07-11-90,Missouri,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,07-11-90,Louisiana,Approach,Day
LOS ANGELES INTL,07-11-90,California,Take-off run,Day
NEWARK LIBERTY INTL ARPT,08-11-90,New Jersey,Take-off run,Day
JOHN F KENNEDY INTL,08-11-90,New York,Approach,Night
LAGUARDIA NY,08-11-90,New York,Climb,Night
JOHN F KENNEDY INTL,08-11-90,New York,Approach,Night
NEW ORLEANS INTL,09-11-90,Louisiana,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,09-11-90,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,09-11-90,Louisiana,Approach,Night
LOUISVILLE INTL ARPT,09-11-90,Kentucky,Approach,Night
NASHVILLE INTL,10-11-90,Tennessee,Climb,Day
ATLANTA INTL,10-11-90,Georgia,Take-off run,Dusk
CHARLOTTE/DOUGLAS INTL ARPT,11-11-90,North Carolina,Take-off run,Day
ATLANTA INTL,11-11-90,Georgia,Approach,Dusk
GREATER PITTSBURGH,12-11-90,Pennsylvania,Approach,Night
CHICAGO O'HARE INTL ARPT,12-11-90,Illinois,Approach,Night
MEMPHIS INTL,12-11-90,Tennessee,Approach,Day
GEORGE BUSH INTERCONTINENTAL,13-11-90,Texas,Climb,Day
DALLAS/FORT WORTH INTL ARPT,14-11-90,Texas,Landing Roll,Day
LIHUE ARPT,16-11-90,Hawaii,Landing Roll,Day
AUSTIN-BERGSTROM INTL,16-11-90,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,17-11-90,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,18-11-90,Texas,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,19-11-90,Louisiana,Approach,Day
NEWARK LIBERTY INTL ARPT,19-11-90,New Jersey,Take-off run,Night
MINETA SAN JOSE INTL,21-11-90,California,Approach,Day
LAGUARDIA NY,24-11-90,New York,Approach,Day
INDIANAPOLIS INTL,26-11-90,Indiana,Climb,Day
JOHN F KENNEDY INTL,26-11-90,New York,Take-off run,Day
LOS ANGELES INTL,27-11-90,California,Take-off run,Day
SACRAMENTO INTL,27-11-90,California,Approach,Night
LOGAN INTL,27-11-90,Massachusetts,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,28-11-90,Texas,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,30-11-90,Louisiana,Climb,Day
NASHVILLE INTL,03-12-90,Tennessee,Approach,Night
LAMBERT-ST LOUIS INTL,03-12-90,Missouri,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,03-12-90,Louisiana,Approach,Night
LIHUE ARPT,03-12-90,Hawaii,Approach,Day
RONALD REAGAN WASHINGTON NATL,04-12-90,DC,Climb,Dawn
SACRAMENTO INTL,04-12-90,California,Approach,Day
PORT COLUMBUS INTL,05-12-90,Ohio,Approach,Day
SAN ANTONIO INTL,08-12-90,Texas,Approach,Day
WILL ROGERS WORLD ARPT,09-12-90,Oklahoma,Approach,Day
HONOLULU INTL ARPT,11-12-90,Hawaii,Landing Roll,Day
LOGAN INTL,11-12-90,Massachusetts,Landing Roll,Night
GREATER PITTSBURGH,13-12-90,Pennsylvania,Approach,Day
JOHN F KENNEDY INTL,17-12-90,New York,Approach,Night
DALLAS/FORT WORTH INTL ARPT,17-12-90,Texas,Approach,Night
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,20-12-90,Kentucky,Climb,Dusk
GEORGE BUSH INTERCONTINENTAL,20-12-90,Texas,Approach,Dusk
LOUISVILLE INTL ARPT,20-12-90,Kentucky,Take-off run,Day
GREATER PITTSBURGH,21-12-90,Pennsylvania,Approach,Night
GEORGE BUSH INTERCONTINENTAL,22-12-90,Texas,Landing Roll,Day
NEW ORLEANS INTL,23-12-90,Louisiana,Climb,Dawn
GEORGE BUSH INTERCONTINENTAL,24-12-90,Texas,Approach,Night
JOHN F KENNEDY INTL,01-01-91,New York,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,02-01-91,Texas,Approach,Night
EPPLEY AIRFIELD,04-01-91,Nebraska,Approach,Night
DALLAS/FORT WORTH INTL ARPT,05-01-91,Texas,Approach,Night
LAGUARDIA NY,06-01-91,New York,Approach,Night
LAGUARDIA NY,06-01-91,New York,Approach,Dusk
PHILADELPHIA INTL,07-01-91,Pennsylvania,Landing Roll,Day
PHILADELPHIA INTL,09-01-91,Pennsylvania,Approach,Day
DALLAS/FORT WORTH INTL ARPT,14-01-91,Texas,Take-off run,Day
BALTIMORE WASH INTL,16-01-91,Maryland,Take-off run,Night
JOHN F KENNEDY INTL,19-01-91,New York,Take-off run,Day
NEW ORLEANS INTL,21-01-91,Louisiana,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,22-01-91,Louisiana,Take-off run,Day
HOUSTON-HOBBY,23-01-91,Texas,Approach,Day
HOUSTON-HOBBY,23-01-91,Texas,Approach,Day
RONALD REAGAN WASHINGTON NATL,24-01-91,DC,Approach,Day
NASHVILLE INTL,25-01-91,Tennessee,Approach,Night
HOUSTON-HOBBY,31-01-91,Texas,Approach,Night
RONALD REAGAN WASHINGTON NATL,31-01-91,DC,Landing Roll,Day
SAN FRANCISCO INTL ARPT,05-02-91,California,Approach,Night
SACRAMENTO INTL,05-02-91,California,Approach,Dusk
AUSTIN-BERGSTROM INTL,07-02-91,Texas,Climb,Day
NASHVILLE INTL,11-02-91,Tennessee,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,19-02-91,Louisiana,Take-off run,Day
NEW ORLEANS INTL,22-02-91,Louisiana,Climb,Day
MEMPHIS INTL,22-02-91,Tennessee,Approach,Night
DALLAS/FORT WORTH INTL ARPT,23-02-91,Texas,Approach,Day
SACRAMENTO INTL,24-02-91,California,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,24-02-91,Texas,Approach,Day
CHICAGO O'HARE INTL ARPT,26-02-91,Illinois,Approach,Day
PHILADELPHIA INTL,28-02-91,Pennsylvania,Approach,Night
GREATER PITTSBURGH,28-02-91,Pennsylvania,Take-off run,Day
JOHN F KENNEDY INTL,03-03-91,New York,Approach,Day
INDIANAPOLIS INTL,05-03-91,Indiana,Landing Roll,Dusk
BARKSDALE AIR FORCE BASE ARPT,05-03-91,Louisiana,Approach,Night
NEWARK LIBERTY INTL ARPT,06-03-91,New Jersey,Climb,Day
NEWARK LIBERTY INTL ARPT,06-03-91,New Jersey,Climb,Day
LIHUE ARPT,07-03-91,Hawaii,Take-off run,Day
LOUISVILLE INTL ARPT,08-03-91,Kentucky,Approach,Night
NEW ORLEANS INTL,12-03-91,Louisiana,Descent,Day
CHARLESTON AFB/INTL ARPT,13-03-91,South Carolina,Take-off run,Day
CLEVELAND-HOPKINS INTL ARPT,16-03-91,Ohio,Climb,Day
DALLAS/FORT WORTH INTL ARPT,18-03-91,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,18-03-91,Texas,Descent,Night
GEORGE BUSH INTERCONTINENTAL,19-03-91,Texas,Approach,Night
LOS ANGELES INTL,19-03-91,California,Approach,Day
SEATTLE-TACOMA INTL,19-03-91,Washington,Take-off run,Night
CHARLOTTE/DOUGLAS INTL ARPT,20-03-91,North Carolina,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,20-03-91,Louisiana,Take-off run,Day
RONALD REAGAN WASHINGTON NATL,20-03-91,DC,Approach,Night
PHILADELPHIA INTL,21-03-91,Pennsylvania,Approach,Day
DALLAS/FORT WORTH INTL ARPT,22-03-91,Texas,Climb,Day
DALLAS/FORT WORTH INTL ARPT,23-03-91,Texas,Take-off run,Day
BALTIMORE WASH INTL,24-03-91,Maryland,Climb,Night
LIHUE ARPT,25-03-91,Hawaii,Landing Roll,Day
SAN ANTONIO INTL,25-03-91,Texas,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,26-03-91,North Carolina,Climb,Dusk
CHARLESTON AFB/INTL ARPT,28-03-91,South Carolina,Approach,Day
HOUSTON-HOBBY,28-03-91,Texas,Climb,Day
CHICAGO O'HARE INTL ARPT,29-03-91,Illinois,Descent,Night
ORLANDO INTL,29-03-91,Florida,Landing Roll,Night
HOUSTON-HOBBY,29-03-91,Texas,Climb,Day
WASHINGTON DULLES INTL ARPT,31-03-91,DC,Approach,Night
LOS ANGELES INTL,04-04-91,California,Approach,Night
DALLAS/FORT WORTH INTL ARPT,06-04-91,Texas,Approach,Day
BALTIMORE WASH INTL,07-04-91,Maryland,Landing Roll,Day
GEORGE BUSH INTERCONTINENTAL,07-04-91,Texas,Approach,Day
LOS ANGELES INTL,07-04-91,California,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,08-04-91,Louisiana,Climb,Dusk
SAN ANTONIO INTL,08-04-91,Texas,Climb,Night
LAGUARDIA NY,09-04-91,New York,Climb,Day
NASHVILLE INTL,09-04-91,Tennessee,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,10-04-91,Texas,Climb,Dusk
DALLAS/FORT WORTH INTL ARPT,12-04-91,Texas,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,15-04-91,Louisiana,Approach,Night
FORT LAUDERDALE/HOLLYWOOD INTL,15-04-91,Florida,Approach,Day
SAN FRANCISCO INTL ARPT,15-04-91,California,Landing Roll,Day
MEMPHIS INTL,16-04-91,Tennessee,Descent,Night
CHICAGO MIDWAY INTL ARPT,17-04-91,Illinois,Climb,Day
RONALD REAGAN WASHINGTON NATL,17-04-91,DC,Climb,Day
RONALD REAGAN WASHINGTON NATL,17-04-91,DC,Take-off run,Day
CHICAGO O'HARE INTL ARPT,17-04-91,Illinois,Approach,Night
SAN ANTONIO INTL,17-04-91,Texas,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,18-04-91,Louisiana,Take-off run,Night
SAN FRANCISCO INTL ARPT,18-04-91,California,Approach,Day
DALLAS/FORT WORTH INTL ARPT,19-04-91,Texas,Landing Roll,Day
HOUSTON-HOBBY,21-04-91,Texas,Approach,Night
EPPLEY AIRFIELD,22-04-91,Nebraska,Approach,Night
DALLAS/FORT WORTH INTL ARPT,23-04-91,Texas,Landing Roll,Night
BARKSDALE AIR FORCE BASE ARPT,24-04-91,Louisiana,Approach,Day
DALLAS/FORT WORTH INTL ARPT,24-04-91,Texas,Climb,Day
SAN ANTONIO INTL,24-04-91,Texas,Approach,Night
KANSAS CITY INTL,25-04-91,Missouri,Landing Roll,Day
NASHVILLE INTL,25-04-91,Tennessee,Take-off run,Day
ATLANTA INTL,25-04-91,Georgia,Approach,Dusk
INDIANAPOLIS INTL,28-04-91,Indiana,Take-off run,Day
AUSTIN-BERGSTROM INTL,28-04-91,Texas,Climb,Night
NEW ORLEANS INTL,01-05-91,Louisiana,Approach,Night
NEW ORLEANS INTL,01-05-91,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,02-05-91,Louisiana,Approach,Night
LOS ANGELES INTL,02-05-91,California,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,03-05-91,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,03-05-91,Texas,Landing Roll,Day
ATLANTA INTL,03-05-91,Georgia,Approach,Night
BALTIMORE WASH INTL,03-05-91,Maryland,Landing Roll,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,04-05-91,Kentucky,Approach,Day
DALLAS/FORT WORTH INTL ARPT,04-05-91,Texas,Take-off run,Day
RONALD REAGAN WASHINGTON NATL,04-05-91,DC,Climb,Day
LOS ANGELES INTL,05-05-91,California,Climb,Day
DALLAS/FORT WORTH INTL ARPT,05-05-91,Texas,Landing Roll,Day
SAN ANTONIO INTL,06-05-91,Texas,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,06-05-91,Louisiana,Approach,Night
NASHVILLE INTL,06-05-91,Tennessee,Approach,Dusk
JOHN F KENNEDY INTL,07-05-91,New York,Take-off run,Day
WILL ROGERS WORLD ARPT,07-05-91,Oklahoma,Approach,Day
AUSTIN-BERGSTROM INTL,07-05-91,Texas,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,07-05-91,Louisiana,Climb,Night
HOUSTON-HOBBY,07-05-91,Texas,Landing Roll,Day
HOUSTON-HOBBY,08-05-91,Texas,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,08-05-91,Louisiana,Approach,Dusk
LOGAN INTL,09-05-91,Massachusetts,Approach,Night
FORT LAUDERDALE/HOLLYWOOD INTL,09-05-91,Florida,Climb,Day
JOHN F KENNEDY INTL,09-05-91,New York,Landing Roll,Day
ATLANTIC CITY INTL,09-05-91,New Jersey,Approach,Night
WASHINGTON DULLES INTL ARPT,09-05-91,DC,Climb,Day
LOGAN INTL,10-05-91,Massachusetts,Approach,Night
HOUSTON-HOBBY,10-05-91,Texas,Approach,Day
ATLANTA INTL,10-05-91,Georgia,Approach,Dusk
MINNEAPOLIS-ST PAUL INTL,11-05-91,Minnesota,Approach,Day
HOUSTON-HOBBY,11-05-91,Texas,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,12-05-91,Louisiana,Approach,Day
PHOENIX SKY HARBOR,12-05-91,Arizona,Approach,Night
NASHVILLE INTL,12-05-91,Tennessee,Approach,Day
SAN ANTONIO INTL,13-05-91,Texas,Take-off run,Day
EPPLEY AIRFIELD,13-05-91,Nebraska,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,14-05-91,Louisiana,Approach,Day
CLEVELAND-HOPKINS INTL ARPT,14-05-91,Ohio,Landing Roll,Day
NEWARK LIBERTY INTL ARPT,15-05-91,New Jersey,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,15-05-91,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,15-05-91,Texas,Climb,Day
LIHUE ARPT,15-05-91,Hawaii,Landing Roll,Day
PORTLAND INTL (OR),16-05-91,Oregon,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,17-05-91,Kentucky,Landing Roll,Day
MEMPHIS INTL,18-05-91,Tennessee,Approach,Night
PORTLAND INTL (OR),19-05-91,Oregon,Approach,Night
DETROIT METRO WAYNE COUNTY ARPT,19-05-91,Michigan,Climb,Day
HOUSTON-HOBBY,19-05-91,Texas,Approach,Day
RONALD REAGAN WASHINGTON NATL,19-05-91,DC,Landing Roll,Day
LOUISVILLE INTL ARPT,20-05-91,Kentucky,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,20-05-91,Louisiana,Approach,Day
NEWARK LIBERTY INTL ARPT,20-05-91,New Jersey,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,22-05-91,Louisiana,Take-off run,Dawn
LAGUARDIA NY,22-05-91,New York,Approach,Day
MEMPHIS INTL,22-05-91,Tennessee,Climb,Day
MINETA SAN JOSE INTL,27-05-91,California,Approach,Day
RONALD REAGAN WASHINGTON NATL,29-05-91,DC,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,29-05-91,Texas,Take-off run,Day
LOGAN INTL,29-05-91,Massachusetts,Approach,Night
GREATER PITTSBURGH,31-05-91,Pennsylvania,Approach,Day
DALLAS/FORT WORTH INTL ARPT,31-05-91,Texas,Landing Roll,Day
KANSAS CITY INTL,02-06-91,Missouri,Climb,Day
LOGAN INTL,02-06-91,Massachusetts,Approach,Day
LOUISVILLE INTL ARPT,03-06-91,Kentucky,Approach,Night
LOGAN INTL,05-06-91,Massachusetts,Approach,Night
DALLAS/FORT WORTH INTL ARPT,06-06-91,Texas,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,07-06-91,Texas,Taxi,Day
GEORGE BUSH INTERCONTINENTAL,08-06-91,Texas,Approach,Day
NASHVILLE INTL,09-06-91,Tennessee,Landing Roll,Day
LOUISVILLE INTL ARPT,09-06-91,Kentucky,Approach,Dusk
NASHVILLE INTL,10-06-91,Tennessee,Approach,Day
PORT COLUMBUS INTL,11-06-91,Ohio,Landing Roll,Day
PHILADELPHIA INTL,11-06-91,Pennsylvania,Landing Roll,Day
CHARLOTTE/DOUGLAS INTL ARPT,11-06-91,North Carolina,Take-off run,Day
GREATER PITTSBURGH,11-06-91,Pennsylvania,Take-off run,Day
NASHVILLE INTL,12-06-91,Tennessee,Approach,Day
AUSTIN-BERGSTROM INTL,13-06-91,Texas,Landing Roll,Night
NEW ORLEANS INTL,14-06-91,Louisiana,Climb,Day
KANSAS CITY INTL,15-06-91,Missouri,Climb,Day
DALLAS/FORT WORTH INTL ARPT,16-06-91,Texas,Climb,Day
MINNEAPOLIS-ST PAUL INTL,17-06-91,Minnesota,Take-off run,Day
MINNEAPOLIS-ST PAUL INTL,17-06-91,Minnesota,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,17-06-91,Texas,Take-off run,Day
EPPLEY AIRFIELD,18-06-91,Nebraska,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,19-06-91,Louisiana,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,20-06-91,North Carolina,Landing Roll,Day
CHARLESTON AFB/INTL ARPT,22-06-91,South Carolina,Approach,Day
LIHUE ARPT,22-06-91,Hawaii,Landing Roll,Day
LOUISVILLE INTL ARPT,22-06-91,Kentucky,Landing Roll,Day
NASHVILLE INTL,25-06-91,Tennessee,Take-off run,Day
MEMPHIS INTL,25-06-91,Tennessee,Climb,Night
NASHVILLE INTL,26-06-91,Tennessee,Take-off run,Dusk
DALLAS/FORT WORTH INTL ARPT,28-06-91,Texas,Climb,Day
CHARLOTTE/DOUGLAS INTL ARPT,29-06-91,North Carolina,Approach,Dawn
BARKSDALE AIR FORCE BASE ARPT,01-07-91,Louisiana,Take-off run,Night
METRO OAKLAND INTL,02-07-91,California,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,03-07-91,Louisiana,Take-off run,Night
ATLANTA INTL,03-07-91,Georgia,Approach,Dawn
JOHN F KENNEDY INTL,03-07-91,New York,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,05-07-91,Texas,Approach,Day
WILL ROGERS WORLD ARPT,08-07-91,Oklahoma,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,08-07-91,Kentucky,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,09-07-91,Louisiana,Approach,Night
SAN ANTONIO INTL,09-07-91,Texas,Approach,Night
INDIANAPOLIS INTL,10-07-91,Indiana,Take-off run,Dusk
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,10-07-91,Kentucky,Climb,Day
LAGUARDIA NY,10-07-91,New York,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,11-07-91,Louisiana,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,12-07-91,Louisiana,Approach,Day
ATLANTA INTL,12-07-91,Georgia,Climb,Day
MINETA SAN JOSE INTL,13-07-91,California,Climb,Day
EPPLEY AIRFIELD,13-07-91,Nebraska,Landing Roll,Day
NASHVILLE INTL,13-07-91,Tennessee,Take-off run,Day
NASHVILLE INTL,13-07-91,Tennessee,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,14-07-91,Louisiana,Approach,Day
SAN ANTONIO INTL,14-07-91,Texas,Approach,Day
PORTLAND INTL (OR),16-07-91,Oregon,Approach,Day
NEWARK LIBERTY INTL ARPT,16-07-91,New Jersey,Approach,Night
HONOLULU INTL ARPT,17-07-91,Hawaii,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,17-07-91,Louisiana,Climb,Night
LOUISVILLE INTL ARPT,18-07-91,Kentucky,Landing Roll,Day
AUSTIN-BERGSTROM INTL,18-07-91,Texas,Take-off run,Day
LOUISVILLE INTL ARPT,18-07-91,Kentucky,Approach,Night
SAN ANTONIO INTL,20-07-91,Texas,Approach,Night
PHILADELPHIA INTL,22-07-91,Pennsylvania,Approach,Day
CHICAGO O'HARE INTL ARPT,23-07-91,Illinois,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,23-07-91,Kentucky,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,24-07-91,Louisiana,Approach,Day
LIHUE ARPT,24-07-91,Hawaii,Climb,Night
KANSAS CITY INTL,24-07-91,Missouri,Landing Roll,Dusk
ATLANTIC CITY INTL,26-07-91,New Jersey,Landing Roll,Day
ATLANTIC CITY INTL,27-07-91,New Jersey,Landing Roll,Day
MEMPHIS INTL,29-07-91,Tennessee,Approach,Day
MINETA SAN JOSE INTL,29-07-91,California,Landing Roll,Day
SACRAMENTO INTL,31-07-91,California,Approach,Day
CHARLESTON AFB/INTL ARPT,01-08-91,South Carolina,Take-off run,Day
LAMBERT-ST LOUIS INTL,01-08-91,Missouri,Approach,Day
PHILADELPHIA INTL,02-08-91,Pennsylvania,Take-off run,Day
LAMBERT-ST LOUIS INTL,02-08-91,Missouri,Approach,Night
ORLANDO INTL,03-08-91,Florida,Landing Roll,Day
CHICAGO O'HARE INTL ARPT,03-08-91,Illinois,Climb,Night
NEWARK LIBERTY INTL ARPT,03-08-91,New Jersey,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,03-08-91,North Carolina,Descent,Day
NASHVILLE INTL,04-08-91,Tennessee,Approach,Day
NASHVILLE INTL,04-08-91,Tennessee,Approach,Day
JOHN F KENNEDY INTL,05-08-91,New York,Approach,Night
LAGUARDIA NY,05-08-91,New York,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,06-08-91,Louisiana,Take-off run,Day
NEW ORLEANS INTL,06-08-91,Louisiana,Approach,Day
ATLANTA INTL,07-08-91,Georgia,Climb,Day
BALTIMORE WASH INTL,07-08-91,Maryland,Climb,Day
LOUISVILLE INTL ARPT,07-08-91,Kentucky,Approach,Night
BALTIMORE WASH INTL,07-08-91,Maryland,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,08-08-91,Louisiana,Approach,Night
CHICAGO MIDWAY INTL ARPT,08-08-91,Illinois,Approach,Day
PORTLAND INTL (OR),09-08-91,Oregon,Approach,Night
DALLAS/FORT WORTH INTL ARPT,09-08-91,Texas,Approach,Day
LAGUARDIA NY,11-08-91,New York,Approach,Day
INDIANAPOLIS INTL,11-08-91,Indiana,Approach,Night
INDIANAPOLIS INTL,11-08-91,Indiana,Landing Roll,Night
MINETA SAN JOSE INTL,12-08-91,California,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,12-08-91,Louisiana,Climb,Dusk
LIHUE ARPT,12-08-91,Hawaii,Landing Roll,Day
RONALD REAGAN WASHINGTON NATL,15-08-91,DC,Approach,Day
CHARLESTON AFB/INTL ARPT,15-08-91,South Carolina,Approach,Day
SAN ANTONIO INTL,15-08-91,Texas,Take-off run,Day
LOGAN INTL,15-08-91,Massachusetts,Approach,Night
LIHUE ARPT,16-08-91,Hawaii,Climb,Day
PHILADELPHIA INTL,16-08-91,Pennsylvania,Take-off run,Day
PHILADELPHIA INTL,17-08-91,Pennsylvania,Climb,Day
JOHN F KENNEDY INTL,17-08-91,New York,Approach,Day
AUSTIN-BERGSTROM INTL,17-08-91,Texas,Approach,Day
NASHVILLE INTL,18-08-91,Tennessee,Climb,Night
KANSAS CITY INTL,18-08-91,Missouri,Approach,Night
LOGAN INTL,18-08-91,Massachusetts,Landing Roll,Night
SACRAMENTO INTL,19-08-91,California,Take-off run,Dawn
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,19-08-91,Kentucky,Climb,Day
MEMPHIS INTL,19-08-91,Tennessee,Approach,Day
SAN ANTONIO INTL,19-08-91,Texas,Landing Roll,Day
WASHINGTON DULLES INTL ARPT,19-08-91,DC,Approach,Night
PHILADELPHIA INTL,20-08-91,Pennsylvania,Approach,Night
MEMPHIS INTL,20-08-91,Tennessee,Approach,Day
CHICAGO O'HARE INTL ARPT,21-08-91,Illinois,Approach,Day
LAGUARDIA NY,22-08-91,New York,Climb,Day
ATLANTA INTL,23-08-91,Georgia,Approach,Day
DALLAS/FORT WORTH INTL ARPT,24-08-91,Texas,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,25-08-91,Louisiana,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,26-08-91,Louisiana,Approach,Day
AUSTIN-BERGSTROM INTL,26-08-91,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,26-08-91,Texas,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,28-08-91,Louisiana,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,28-08-91,Louisiana,Approach,Night
NASHVILLE INTL,28-08-91,Tennessee,Climb,Day
KANSAS CITY INTL,28-08-91,Missouri,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,29-08-91,Texas,Approach,Day
ATLANTA INTL,29-08-91,Georgia,Approach,Night
PORT COLUMBUS INTL,29-08-91,Ohio,Approach,Night
KANSAS CITY INTL,29-08-91,Missouri,Climb,Day
NASHVILLE INTL,29-08-91,Tennessee,Landing Roll,Night
SALT LAKE CITY INTL,30-08-91,Utah,Approach,Day
EPPLEY AIRFIELD,30-08-91,Nebraska,Approach,Day
DALLAS/FORT WORTH INTL ARPT,30-08-91,Texas,Approach,Day
LAMBERT-ST LOUIS INTL,31-08-91,Missouri,Descent,Day
CHARLESTON AFB/INTL ARPT,31-08-91,South Carolina,Approach,Day
SAN ANTONIO INTL,01-09-91,Texas,Climb,Day
NASHVILLE INTL,01-09-91,Tennessee,Climb,Day
BALTIMORE WASH INTL,01-09-91,Maryland,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,01-09-91,North Carolina,Landing Roll,Dusk
BALTIMORE WASH INTL,01-09-91,Maryland,Climb,Night
DALLAS/FORT WORTH INTL ARPT,01-09-91,Texas,Approach,Day
BALTIMORE WASH INTL,01-09-91,Maryland,Approach,Night
NEWARK LIBERTY INTL ARPT,02-09-91,New Jersey,Descent,Night
CHARLESTON AFB/INTL ARPT,02-09-91,South Carolina,Approach,Day
GREATER PITTSBURGH,02-09-91,Pennsylvania,Climb,Dusk
MEMPHIS INTL,02-09-91,Tennessee,Climb,Night
NASHVILLE INTL,03-09-91,Tennessee,Approach,Day
LIHUE ARPT,03-09-91,Hawaii,Landing Roll,Day
NASHVILLE INTL,03-09-91,Tennessee,Approach,Day
NASHVILLE INTL,04-09-91,Tennessee,Approach,Dusk
BARKSDALE AIR FORCE BASE ARPT,04-09-91,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,04-09-91,Louisiana,Take-off run,Night
EPPLEY AIRFIELD,04-09-91,Nebraska,Approach,Day
DALLAS/FORT WORTH INTL ARPT,04-09-91,Texas,Climb,Day
RONALD REAGAN WASHINGTON NATL,05-09-91,DC,Approach,Day
LOUISVILLE INTL ARPT,05-09-91,Kentucky,Approach,Day
LOUISVILLE INTL ARPT,05-09-91,Kentucky,Climb,Night
BALTIMORE WASH INTL,05-09-91,Maryland,Take-off run,Day
